"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.BRTH.MF","Sex ratio at birth (male births per female births)","Sex ratio at birth refers to male births per female births.","World Population Prospects, United Nations (UN), publisher: UN Population Division",
